Date,VTI,EFA,VWO,SPY,IJH,IWM,EWU,VGK,EWJ,AXJL,GXC,Cycle
2007-03-26,-0.005940542332948162,0.0003920799893402105,-0.0005081300922338272,-0.0013259362004021114,-0.007384432547784314,-0.0027455402245912808,0.004133945531727967,0.0023945359705459524,-0.005383593083472249,0.0041741265137789085,0.008368249670516636,3
2007-03-27,-0.004003517199907769,-0.0044526003369114164,-0.005478767606610813,-0.002377124799719077,-0.0011771631730148613,-0.004885697159735969,-0.007037909406133025,-0.005643355834955344,-0.0040568006956145375,0.00014875418398574425,-0.0078081824478117845,3
2007-03-28,-0.0065666608429149065,-0.008832698647673887,-0.008854725804925856,-0.007306481850975821,-0.005196043811504403,-0.005162114075582203,-0.0087628351252107,-0.01052491581626569,-0.007480483709250141,-0.01436718071044396,-0.01371815180021585,3
2007-03-29,0.0027590127508396733,0.008701439213213646,0.01915033629059515,0.001057119799631856,-0.0020148154964063636,-0.0005050505157857543,0.008347293876763029,0.012080016150868289,0.0013642566918141696,0.01629897416356929,0.022451831768970365,3
2007-03-30,-0.0005653310870661343,0.0010495933789593792,-0.0026590708925162687,0.00021128992577867933,0.0036710326027868945,0.004159058235407187,0.0004155412484476706,0.0018347334199093623,-0.00683997194777719,0.00459158031006357,-0.008360476008460793,3
2007-04-02,0.002470967405007407,0.003142186403072067,0.008710526575871569,0.001126126245135417,0.0027149872074652137,0.003013941751561333,0.007037909406133025,0.009821883364279138,-0.005505863874522454,0.005305834112834695,0.018301647716910008,3
2007-04-03,0.009054917446934319,0.00833121194759201,0.014846508116994617,0.010705017394719185,0.00704807334388402,0.009733044142500091,0.006988723203754876,0.005430633690489017,0.008247469430016974,0.013722843086230618,0.009299000365202481,3
2007-04-04,0.0010475958635209892,0.00413972130652418,0.003338075671778462,0.0011128887564417766,0.0009360010043364397,0.00049658598165081,-0.00864025124222767,0.0009716150393064282,0.007500887538122392,0.007655125127546292,0.004707595150545529,3
2007-04-05,0.002788235460349675,0.0036082513374706693,0.0027116989376394507,0.0027074888975047173,0.0022194974358704656,-0.0016148068846533192,0.00782057906518796,0.010076695106537414,-0.0027210901143606137,0.006310979064483746,0.004685537496404102,3
2007-04-09,0.001182649969142524,-0.0007721014410071447,0.005888585852940498,0.001385617514195303,0.0031455725826186054,0.0016148068846533192,-0.0028741551298625545,-0.005232730199384861,-0.0013633267278643224,0.0024277055836465777,0.006451635281488954,3
2007-04-10,0.002777200979621419,0.00743879279919657,0.0030570040998147974,0.0011762672174437938,0.0019754814396115705,0.002850593737945495,0.005740073161060177,0.009207788548498463,0.003404838154840828,0.01275527497512563,0.0048115569972218,3
2007-04-11,-0.006399131525438584,-0.004867436278267689,-0.0028098485288081676,-0.0040882848059800025,-0.005237746944937172,-0.00620734457433425,-0.002455997959870171,-0.004799460704131064,-0.004087199150269782,-0.008911580300562605,-0.0074946817622603135,3
2007-04-12,0.006537789318228349,0.006654746852364113,0.012643008184455518,0.004433982600414055,0.0060500475408060694,0.006702271582704533,0.008163310639160759,0.008895029568868118,-0.0013661204310433384,0.012987195526810602,0.020739908512281247,3
2007-04-13,0.003322032261304564,0.003310839647300945,0.003256349738717468,0.004552045931865756,0.0032426200965876006,0.006903380473074705,0.008097210232619556,0.005570288161490744,-0.008236148135936538,0.0023814538116377904,-0.0035149421074445186,3
2007-04-16,0.010037207874010967,0.01049646058135778,0.01244481778550277,0.009451477795934693,0.009321662527136176,0.012816775997112728,0.008432091718591384,0.010914344011051291,0.014369046404633767,0.013756904235043166,0.019181058851843957,3
2007-04-17,0.0015720586949719006,0.0001257940752648068,-0.0035739852196114974,0.0026549591823163965,0.00022906883618656337,-0.0023070862033298667,0.005582151656220002,0.0002679887460761421,-0.006132898268697229,0.0013791203399504681,-0.005542099394920008,3
2007-04-18,0.00088746293840547,-0.000377429708198207,-0.00466535926049394,0.0012229924068192233,-0.002407843850942726,-0.005852247865781202,-0.004782791102065254,-0.0005360493293729007,0.0013661204310433384,-0.0020693944061518366,-0.004700156620383922,3
2007-04-19,-0.001844073875721719,-0.0037821527687453838,-0.0067372728373178425,-0.00027164686075398237,-0.00391074802540281,-0.005148963196192291,-0.0036021651917921282,-0.002147075435665613,-0.004789608882564078,-0.015588346271192322,-0.016715441533166064,3
2007-04-20,0.00884780834904042,0.01142869582362227,0.01485769004131221,0.009396722852006434,0.011572744454690032,0.011608855244248595,0.0067932329176030315,0.012813843239860567,0.00410678195265346,0.017657740677344158,0.016715441533166064,3
2007-04-23,-0.001966969128768703,-0.009788006366162172,-0.004171390352355253,-0.003775115714371502,0.00011391467802912558,-0.0012156578205111401,-0.0067932329176030315,-0.007722046093910251,-0.010989121575595284,-0.00858136753940375,-0.010348246339773937,3
2007-04-24,-0.00013579576338074162,-0.0006307158834122362,0.0007163324088548251,0.0004051590304596786,0.0,0.0009726444535802514,-0.0032128541693254853,0.0012021640397916755,-0.00138217022695164,-0.012730115257759245,0.0,3
2007-04-25,0.008855896985589418,0.009294214103340082,0.01410226606147047,0.009139848571871667,0.006471779613799633,0.0029122699869708057,0.009205288636168873,0.009433405502995207,0.005517255374754448,0.015367723505862685,0.006677234438092761,3
2007-04-26,0.00033646243714269275,-0.004636309288558849,-0.013505714113933642,0.0011366296814241394,0.004404049803608423,0.00772484227600323,-0.0075975712480720325,-0.005702555072851112,-0.004825931461980737,-0.009752097348699529,-0.003508775529679653,3
2007-04-27,-0.0010770785288984897,-0.002137424589446546,-0.004063588715922162,-0.0008021927029551179,-0.004404049803608423,-0.008330866171891493,-0.001607717388096841,0.0013290804720949012,-0.005544019744116113,-0.0018216217466315854,-0.011667093629875502,3
2007-04-30,-0.00888966906401567,-0.0036567722483598075,-0.01971400846845306,-0.008327225608774746,-0.015741171382424035,-0.02132172428390966,-0.00040233353992746856,-0.0038592103257206745,-0.00767356398783825,-0.00972454989199445,-0.020660036017784655,3
2007-05-01,0.00226712830352227,-0.0010111224319491185,0.007059425617251147,0.0025592686382820418,0.003328554005727291,0.004941942353505979,-0.0016109548389278139,-0.00013334222301253362,0.0,0.006493529310548141,0.007234612853185496,3
2007-05-02,0.0073631568522491975,0.007558614973926403,0.019100826971191864,0.005834830946509939,0.011733346434694703,0.012370786704976489,0.006428306587971999,0.006512949187052364,0.005586606708639863,0.012167131428673983,0.015556862692669426,3
2007-05-03,0.004432214629296993,0.0013795700438468117,0.009827798004785837,0.005401993862768073,0.0019234038853799262,0.00170274913434465,0.007977704855542722,-0.0010604454864395763,0.0013917886728225248,0.006650066070017502,0.016889915929491295,3
2007-05-04,0.0029439336128769256,0.009355772103118554,0.0037633820731635126,0.003783985661572231,0.00664678839826216,0.007023521243328723,0.011848479844140947,0.013175421158564404,0.003471020492878729,0.003033229955542893,0.006607570554082898,3
2007-05-07,0.00160213652427732,0.0014888340219139096,0.003515353983392977,0.0001987610567377729,-0.0017981573736980394,-0.0033845070383247133,-0.00039269586210499696,0.000523423199597417,0.004839276640749457,0.0015131717585639137,0.006908490343811913,3
2007-05-08,-0.0010010344858075726,-0.008216154771340634,-0.00904770874499139,-0.0013258205455528582,-0.0020267994777469767,-0.0036390142050040097,-0.007095023850603788,-0.01052087558181558,-0.0020711087831362107,-0.004408327844367399,-0.01125065956310145,3
2007-05-09,0.003532512754624406,0.005484930230569951,0.011967759876680084,0.0027160428739936293,0.006628120653682679,0.00400218835099686,0.003947893007584913,0.0021130488580691775,0.012362794819683831,0.009070980285065922,0.019136865358292177,3
2007-05-10,-0.012654582851201468,-0.01996425149540393,-0.025156331007864186,-0.010507511717767315,-0.008207365200742167,-0.013158084577511886,-0.023117809115305032,-0.024033199444155606,-0.015130962677297077,-0.01502543947624524,-0.024722496916685266,3
2007-05-11,0.009322357175392426,0.016726793805314166,0.025855876331949634,0.00852088766196335,0.0054042013985045045,0.009277410291916866,0.016000341346440905,0.022316687502260457,0.007594099319593983,0.016119381879883043,0.0523429795784045,3
2007-05-14,-0.003008526421000468,-0.0037485986667471494,-0.006313595156852259,-0.0021898545530723013,-0.0030362688493212886,-0.0073171058170666825,-0.0035778213478838694,-0.0059646276642402185,-0.0027548226788445263,0.0009562189103711205,-0.0014961352637055114,3
2007-05-15,-0.002681865502827563,0.0017510948814747351,0.0004690431605691714,0.00026569246253949075,-0.003723558604054489,-0.008851791261942132,0.0011940299926078701,0.0023901219717199496,-0.008310297133628186,0.00013652809086739381,-0.0034997119296669155,3
2007-05-16,0.00855677391504095,0.0014985017789097554,0.01593334864862017,0.006817380873319401,0.00462415531020266,0.005541544875025117,0.0035735594908650192,0.0031779687763462405,0.0020840577185303744,-0.00328182982918257,0.016556669594447904,3
2007-05-17,-0.0023992014174281096,-0.005129178693594305,-0.005785713894578048,-0.001980852413961287,0.0006749156611647322,-0.008014345343773321,0.0,-0.0017201459749225378,-0.008362418069654876,0.0036913022978808385,-0.0032894766503988038,3
2007-05-18,0.007445357799474195,0.007746165669116678,0.007054091118529282,0.00868655106717764,0.006165593210380571,0.011691721392771193,0.01025245573505762,0.012371834559737671,-0.0028030852271165863,0.004221426572632581,-0.0055342312811017536,3
2007-05-21,0.0028372190495700167,-0.004740527839723008,0.002187051231469006,-0.0005243151253946365,0.008679257776925908,0.012523721349304573,-0.007877157706150495,-0.007747396114319294,0.0,-0.005997019472374632,0.006357615436306752,3
2007-05-22,-0.00012548750259977481,0.0008749453717342703,0.0026410993132603977,-0.0007869884981213104,0.00022155755048025583,0.006863775516772641,-0.0003954914032169299,0.000263608806061022,0.00977661418461695,-0.007409474073977407,-0.005115944816118656,3
